order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O2431,C1276,P603,17.88,1,2020-05-17 03:58:58,2021-07-06T15:40:51.867Z
O2437,C5562,P10164,17.93,1,2020-05-26 19:13:01,2021-07-06T15:40:51.868Z
O2449,C8170,P10420,12.93,0,2020-05-25 04:42:30,2021-07-06T15:40:51.869Z
O2454,C4258,P6759,79.35,1,2020-05-22 06:50:47,2021-07-06T15:40:51.869Z
O2455,C9764,P9495,29.07,1,2020-05-03 17:41:13,2021-07-06T15:40:51.869Z
O2489,C2970,P7358,69.57,1,2020-05-21 14:02:21,2021-07-06T15:40:51.871Z
O2495,C1393,P15230,8.86,1,2020-05-24 00:52:13,2021-07-06T15:40:51.871Z
O2505,C9428,P7064,68.61,1,2020-05-15 19:39:28,2021-07-06T15:40:51.872Z
O2515,C8427,P4444,41.17,0,2020-05-11 16:55:32,2021-07-06T15:40:51.873Z
O2539,C5619,P1082,11.19,1,2020-05-17 02:56:20,2021-07-06T15:40:51.874Z
O2549,C1603,P10964,93.63,1,2020-05-11 10:36:50,2021-07-06T15:40:51.875Z
O2571,C8325,P4066,13.73,1,2020-05-09 06:49:42,2021-07-06T15:40:51.876Z
O2576,C7876,P1881,49.92,1,2020-05-12 21:22:40,2021-07-06T15:40:51.876Z
O2583,C9236,P16098,14.23,1,2020-05-20 02:07:23,2021-07-06T15:40:51.877Z
O2680,C3456,P4212,31.55,1,2020-05-28 06:49:55,2021-07-06T15:40:51.883Z
O2706,C919,P13475,39.13,1,2020-05-14 03:52:48,2021-07-06T15:40:51.884Z
O2720,C6194,P8145,80.94,0,2020-05-23 02:20:22,2021-07-06T15:40:51.885Z
O2780,C9390,P6944,23.6,1,2020-05-06 15:29:11,2021-07-06T15:40:51.889Z
O2798,C2136,P1807,27.58,1,2020-05-26 13:33:02,2021-07-06T15:40:51.890Z
O2823,C481,P9094,86.71,0,2020-05-16 04:23:41,2021-07-06T15:40:51.892Z
O2832,C1678,P1983,53.01,1,2020-05-09 21:09:19,2021-07-06T15:40:51.892Z
O2853,C2945,P15897,34.54,1,2020-05-30 23:12:37,2021-07-06T15:40:51.893Z
O2857,C3247,P3067,42.96,0,2020-05-29 13:46:46,2021-07-06T15:40:51.894Z
O2866,C7718,P16393,65.54,1,2020-05-05 11:09:31,2021-07-06T15:40:51.894Z
O2874,C4509,P12779,79.57,0,2020-05-01 01:38:43,2021-07-06T15:40:51.895Z
O2891,C6109,P10690,58.91,1,2020-05-08 16:07:08,2021-07-06T15:40:51.896Z
O2895,C1682,P4367,12.59,0,2020-05-03 10:20:04,2021-07-06T15:40:51.896Z
O2938,C1726,P2562,94.26,1,2020-05-31 18:49:18,2021-07-06T15:40:51.899Z
O2968,C2866,P15904,26.91,1,2020-05-07 10:27:00,2021-07-06T15:40:51.900Z
O2980,C5601,P2425,7.05,1,2020-05-05 14:39:04,2021-07-06T15:40:51.901Z
O2993,C449,P7643,74.05,1,2020-05-23 00:49:51,2021-07-06T15:40:51.902Z
O3020,C3532,P9991,69.43,1,2020-05-11 05:23:32,2021-07-06T15:40:51.904Z
O3058,C3293,P3587,3.87,1,2020-05-17 00:22:54,2021-07-06T15:40:51.906Z
O3070,C5242,P2659,83.43,1,2020-05-28 06:41:30,2021-07-06T15:40:51.907Z
O3092,C8365,P2381,78.9,1,2020-05-18 15:15:08,2021-07-06T15:40:51.908Z
O3095,C8275,P3469,2.0,1,2020-05-05 03:10:36,2021-07-06T15:40:51.908Z
O3097,C2769,P8904,35.98,1,2020-05-10 23:29:12,2021-07-06T15:40:51.908Z
O3116,C5818,P16472,10.4,0,2020-05-02 20:36:30,2021-07-06T15:40:51.909Z
O3141,C3546,P4192,85.06,1,2020-05-06 12:59:28,2021-07-06T15:40:51.911Z
O3150,C4869,P1692,70.08,1,2020-05-06 06:52:59,2021-07-06T15:40:51.911Z
O3151,C940,P11907,88.77,1,2020-05-19 08:25:14,2021-07-06T15:40:51.911Z
O3155,C7234,P10513,7.3,0,2020-05-12 13:18:34,2021-07-06T15:40:51.912Z
O3159,C2652,P905,101.67,0,2020-05-03 03:04:43,2021-07-06T15:40:51.912Z
O3169,C4119,P9784,18.13,1,2020-05-22 23:21:08,2021-07-06T15:40:51.912Z
O3173,C5411,P13965,28.34,1,2020-05-08 05:59:38,2021-07-06T15:40:51.913Z
O3186,C825,P479,20.85,1,2020-05-30 14:56:19,2021-07-06T15:40:51.913Z
O3187,C1103,P12,5.55,1,2020-05-09 21:12:54,2021-07-06T15:40:51.913Z
O3211,C141,P15978,41.2,1,2020-05-02 16:36:47,2021-07-06T15:40:51.915Z
O3223,C3668,P14308,95.04,1,2020-05-26 21:43:45,2021-07-06T15:40:51.916Z
O3236,C2986,P2993,42.76,1,2020-05-27 06:24:17,2021-07-06T15:40:51.916Z
O3240,C2861,P16520,7.35,1,2020-05-08 06:42:38,2021-07-06T15:40:51.917Z
O3272,C4923,P13145,20.08,1,2020-05-06 08:58:55,2021-07-06T15:40:51.919Z
O3281,C3184,P11372,38.29,1,2020-05-23 11:23:43,2021-07-06T15:40:51.919Z
O3289,C7382,P8832,92.83,0,2020-05-05 08:55:30,2021-07-06T15:40:51.920Z
O3303,C7781,P12411,65.44,1,2020-05-06 02:42:14,2021-07-06T15:40:51.920Z
O3318,C8275,P4630,79.17,0,2020-05-10 11:13:54,2021-07-06T15:40:51.921Z
O3351,C7713,P11801,86.58,1,2020-05-17 10:58:09,2021-07-06T15:40:51.923Z
O3360,C1940,P6445,95.44,1,2020-05-01 19:30:02,2021-07-06T15:40:51.924Z
O3403,C7358,P12674,40.84,0,2020-05-01 08:07:15,2021-07-06T15:40:51.926Z
O3407,C5805,P3790,4.01,1,2020-05-27 10:53:09,2021-07-06T15:40:51.927Z
O3413,C7451,P6797,42.93,1,2020-05-16 14:20:07,2021-07-06T15:40:51.927Z
O3478,C8832,P4464,2.44,1,2020-05-30 16:12:09,2021-07-06T15:40:51.932Z
O3490,C3454,P14900,75.26,1,2020-05-18 19:28:56,2021-07-06T15:40:51.933Z
O3491,C6819,P16406,36.2,1,2020-05-04 16:41:01,2021-07-06T15:40:51.933Z
O3507,C896,P8613,63.97,1,2020-05-22 00:14:01,2021-07-06T15:40:51.934Z
O3527,C1567,P13224,33.28,1,2020-05-19 11:17:45,2021-07-06T15:40:51.935Z
O3550,C5161,P2158,35.52,1,2020-05-06 14:58:57,2021-07-06T15:40:51.936Z
O3604,C6700,P11995,44.78,1,2020-05-02 01:03:52,2021-07-06T15:40:51.940Z
O3606,C3516,P15021,94.28,1,2020-05-05 00:21:19,2021-07-06T15:40:51.940Z
O3623,C7150,P8,61.82,1,2020-05-15 10:36:30,2021-07-06T15:40:51.941Z
O3631,C196,P5305,101.03,1,2020-05-01 09:47:58,2021-07-06T15:40:51.941Z
O3634,C6427,P16960,78.87,0,2020-05-22 17:31:34,2021-07-06T15:40:51.941Z
O3638,C1417,P4447,90.81,1,2020-05-07 03:39:08,2021-07-06T15:40:51.942Z
O3684,C5285,P7153,4.53,1,2020-05-19 05:47:44,2021-07-06T15:40:51.944Z
O3717,C1253,P7281,75.91,1,2020-05-20 09:12:59,2021-07-06T15:40:51.946Z
O3719,C363,P13720,29.03,0,2020-05-07 20:18:50,2021-07-06T15:40:51.946Z
O3741,C4311,P6618,41.48,0,2020-05-04 12:57:46,2021-07-06T15:40:51.948Z
O3755,C4908,P146,25.25,0,2020-05-23 20:24:01,2021-07-06T15:40:51.949Z
O3756,C3203,P9313,36.99,1,2020-05-28 10:00:50,2021-07-06T15:40:51.949Z
O3786,C2833,P6004,58.89,1,2020-05-23 11:49:35,2021-07-06T15:40:51.951Z
O3859,C1538,P3360,49.72,0,2020-05-25 22:09:33,2021-07-06T15:40:51.955Z
O3866,C483,P9585,78.34,0,2020-05-07 23:49:35,2021-07-06T15:40:51.955Z
O3883,C1459,P12323,56.6,1,2020-05-19 06:16:46,2021-07-06T15:40:51.956Z
O3886,C7690,P15651,46.28,1,2020-05-10 14:53:23,2021-07-06T15:40:51.957Z
O3896,C3084,P16692,25.49,1,2020-05-18 17:48:33,2021-07-06T15:40:51.957Z
O3903,C6302,P3948,62.03,0,2020-05-04 14:52:10,2021-07-06T15:40:51.958Z
O3913,C893,P7961,92.09,1,2020-05-04 06:10:57,2021-07-06T15:40:51.958Z
O3927,C9800,P16192,9.31,1,2020-05-26 07:16:52,2021-07-06T15:40:51.959Z
O3961,C1327,P14725,85.52,0,2020-05-02 22:39:05,2021-07-06T15:40:51.961Z
O3980,C1832,P6789,87.44,0,2020-05-07 22:14:33,2021-07-06T15:40:51.962Z
O3989,C371,P13580,75.88,1,2020-05-05 13:10:14,2021-07-06T15:40:51.963Z
O4013,C8378,P3769,88.42,1,2020-05-26 09:02:11,2021-07-06T15:40:51.964Z
O4017,C8893,P4876,41.42,1,2020-05-23 14:11:41,2021-07-06T15:40:51.965Z
O4028,C9645,P13774,67.49,0,2020-05-02 16:38:45,2021-07-06T15:40:51.965Z
O4044,C1698,P13435,29.12,1,2020-05-15 01:00:54,2021-07-06T15:40:51.966Z
O4092,C5552,P8834,48.48,0,2020-05-20 08:40:28,2021-07-06T15:40:51.969Z
O4108,C1923,P3735,44.07,1,2020-05-05 19:20:21,2021-07-06T15:40:51.970Z
O4165,C6314,P7066,8.21,1,2020-05-23 21:50:33,2021-07-06T15:40:51.973Z
O4229,C619,P9698,4.57,1,2020-05-06 13:49:02,2021-07-06T15:40:51.977Z
O4238,C371,P1982,59.17,1,2020-05-04 16:05:46,2021-07-06T15:40:51.978Z
O4338,C1499,P499,78.12,1,2020-05-16 07:03:36,2021-07-06T15:40:51.984Z
O4346,C2501,P13878,50.3,1,2020-05-02 04:33:51,2021-07-06T15:40:51.985Z
O4354,C1172,P5429,59.37,1,2020-05-03 22:18:36,2021-07-06T15:40:51.985Z
O4375,C8540,P13949,69.99,1,2020-05-22 01:30:42,2021-07-06T15:40:51.986Z
O4393,C4483,P15810,9.24,1,2020-05-01 12:59:23,2021-07-06T15:40:51.987Z
O4412,C7276,P14052,85.56,0,2020-05-16 06:16:42,2021-07-06T15:40:51.989Z
O4425,C3086,P1487,11.51,0,2020-05-09 07:40:02,2021-07-06T15:40:51.989Z
O4464,C3856,P13648,71.47,1,2020-05-13 21:28:02,2021-07-06T15:40:51.992Z
O4471,C2552,P5530,42.71,1,2020-05-07 12:56:00,2021-07-06T15:40:51.992Z
O4500,C1009,P9284,38.89,1,2020-05-20 23:21:41,2021-07-06T15:40:51.994Z
O4522,C799,P3692,39.23,0,2020-05-25 05:27:27,2021-07-06T15:40:51.995Z
O4528,C6695,P3843,73.87,0,2020-05-23 12:43:40,2021-07-06T15:40:51.996Z
O4544,C2545,P1195,49.75,1,2020-05-12 21:05:38,2021-07-06T15:40:51.997Z
O4550,C9690,P282,58.84,1,2020-05-09 10:40:03,2021-07-06T15:40:51.997Z
O4552,C2280,P12393,59.64,1,2020-05-25 05:11:27,2021-07-06T15:40:51.997Z
O4569,C7453,P6297,32.11,1,2020-05-08 13:33:56,2021-07-06T15:40:51.998Z
O4604,C3467,P12544,97.93,1,2020-05-18 00:04:45,2021-07-06T15:40:52.000Z
O4608,C7270,P1084,37.7,1,2020-05-16 12:02:24,2021-07-06T15:40:52.000Z
O4614,C1933,P1169,90.44,1,2020-05-02 09:39:28,2021-07-06T15:40:52.001Z
O4616,C8235,P4096,83.03,1,2020-05-26 21:56:25,2021-07-06T15:40:52.001Z
O4630,C2469,P13494,68.21,0,2020-05-30 20:07:46,2021-07-06T15:40:52.002Z
O4681,C4068,P12967,9.31,0,2020-05-20 20:13:42,2021-07-06T15:40:52.005Z
O4686,C1631,P6246,33.56,1,2020-05-31 02:36:24,2021-07-06T15:40:52.005Z
O4723,C1108,P7320,80.39,1,2020-05-27 15:45:27,2021-07-06T15:40:52.007Z
O4768,C1927,P8537,62.26,0,2020-05-30 15:30:11,2021-07-06T15:40:52.010Z
O4776,C2919,P13752,62.93,1,2020-05-03 09:54:41,2021-07-06T15:40:52.010Z
O4809,C6098,P4539,22.51,1,2020-05-07 13:51:25,2021-07-06T15:40:52.012Z
O4812,C8810,P6259,55.45,1,2020-05-12 15:07:31,2021-07-06T15:40:52.013Z
O4814,C6532,P886,75.5,1,2020-05-02 21:36:48,2021-07-06T15:40:52.013Z
O4817,C1080,P8752,49.96,0,2020-05-01 13:27:15,2021-07-06T15:40:52.013Z
O4833,C4461,P11,44.46,0,2020-05-13 22:12:47,2021-07-06T15:40:52.014Z
O4853,C4472,P12561,33.99,1,2020-05-26 14:06:27,2021-07-06T15:40:52.015Z
O4873,C9338,P14721,86.47,0,2020-05-03 07:22:26,2021-07-06T15:40:52.017Z
O4874,C1416,P4301,5.36,0,2020-05-14 15:51:05,2021-07-06T15:40:52.017Z
O4882,C1503,P3668,2.38,1,2020-05-13 07:33:56,2021-07-06T15:40:52.017Z
O4885,C5410,P10443,31.34,1,2020-05-29 12:46:01,2021-07-06T15:40:52.017Z
O4887,C1693,P9653,90.4,1,2020-05-30 13:32:25,2021-07-06T15:40:52.018Z
O4889,C3132,P16272,17.42,1,2020-05-21 08:14:10,2021-07-06T15:40:52.018Z
O4891,C3888,P2996,23.79,1,2020-05-26 13:05:33,2021-07-06T15:40:52.018Z
O4895,C1884,P9661,91.85,1,2020-05-06 20:15:11,2021-07-06T15:40:52.018Z
O4900,C8884,P12290,72.83,1,2020-05-31 05:37:38,2021-07-06T15:40:52.018Z
O4911,C4728,P16130,25.28,0,2020-05-23 09:44:45,2021-07-06T15:40:52.019Z
O4918,C666,P999,80.56,0,2020-05-30 05:31:51,2021-07-06T15:40:52.019Z
O4927,C1168,P1506,49.95,1,2020-05-06 16:09:29,2021-07-06T15:40:52.020Z
O4928,C8164,P1209,72.56,0,2020-05-19 01:31:39,2021-07-06T15:40:52.020Z
O4935,C3783,P1180,47.76,0,2020-05-30 22:18:10,2021-07-06T15:40:52.020Z
O4942,C8149,P9468,31.31,1,2020-05-16 17:37:55,2021-07-06T15:40:52.021Z
O4947,C3990,P11099,22.68,0,2020-05-18 19:30:08,2021-07-06T15:40:52.021Z
O4972,C7748,P3023,67.77,1,2020-05-09 17:27:13,2021-07-06T15:40:52.023Z
O5011,C4842,P996,59.64,0,2020-05-10 06:11:26,2021-07-06T15:40:52.025Z
O5069,C977,P11664,28.57,1,2020-05-08 03:26:48,2021-07-06T15:40:52.029Z
O5083,C5664,P15053,4.97,0,2020-05-12 16:21:34,2021-07-06T15:40:52.029Z
O5101,C1135,P6139,57.67,0,2020-05-29 14:17:50,2021-07-06T15:40:52.030Z
O5125,C6422,P6193,64.9,0,2020-05-05 10:23:16,2021-07-06T15:40:52.032Z
O5129,C6277,P7319,11.41,0,2020-05-31 11:52:40,2021-07-06T15:40:52.032Z
O5135,C9849,P13619,32.05,0,2020-05-26 15:12:17,2021-07-06T15:40:52.033Z
O5155,C3061,P14786,17.4,1,2020-05-25 04:17:30,2021-07-06T15:40:52.034Z
O5179,C9268,P6909,30.06,1,2020-05-05 23:05:38,2021-07-06T15:40:52.036Z
O5211,C3824,P10150,50.26,1,2020-05-03 17:50:53,2021-07-06T15:40:52.039Z
O5240,C2345,P10385,99.54,0,2020-05-08 04:32:23,2021-07-06T15:40:52.041Z
O5242,C4999,P3403,77.13,1,2020-05-25 00:20:09,2021-07-06T15:40:52.041Z
O5243,C8540,P5794,46.21,0,2020-05-19 00:58:42,2021-07-06T15:40:52.041Z
O5250,C273,P9421,70.59,1,2020-05-22 18:50:34,2021-07-06T15:40:52.042Z
O5259,C2792,P10674,4.18,0,2020-05-24 19:19:38,2021-07-06T15:40:52.042Z
O5285,C9557,P14348,57.27,0,2020-05-17 23:00:55,2021-07-06T15:40:52.044Z
O5301,C3756,P6839,88.84,0,2020-05-12 04:08:07,2021-07-06T15:40:52.045Z
O5318,C8543,P490,71.09,0,2020-05-03 22:41:01,2021-07-06T15:40:52.046Z
O5324,C4374,P4878,54.11,1,2020-05-29 16:21:27,2021-07-06T15:40:52.047Z
O5327,C9348,P1127,32.66,0,2020-05-05 06:32:24,2021-07-06T15:40:52.047Z
