Web_ProspectID,LastCampaignActivity,PageViewsPerVisit,TotalTimeOnWebsite,TotalWebVisits,AttendedMarketingEvent,OrganicSearch,ViewedAdvertisement
1c93bd97-cbde-48df-ba98-62d3f40bd76e,Event RSVP,6.557695982,124,12,DidNot,N,Y
2480c408-a15a-45f8-b08c-6bc35b943c64,Web Visit,6.68458774,102,16,Attended,N,Y
ec4c270a-b03b-4a86-978c-59e3a295a3e1,DownloadedMaterial,4.191096075,90,13,DidNot,N,Y
a4f63311-5079-4b00-a359-2a054c7c1edc,Web Visit,7.80355296,173,14,Attended,Y,Y
2afe518d-cf52-4ccc-af8a-f55df05acd14,DownloadedMaterial,5.390145963,110,6,DidNot,Y,Y
d741c95a-066a-42c5-b37d-151cdb4bf3b5,Event RSVP,5.842790765,123,7,DidNot,N,N
0f50a440-5c47-4e07-b336-1ef8cda96a4c,Web Visit,6.564349263,104,9,Attended,Y,Y
b023d558-58bf-40c8-b288-afa6690e6059,Web Visit,5.89087868,102,11,Attended,Y,N
176f9e74-bb8a-4d26-a3ce-22c06ef83c38,Web Visit,8.837387,141,5,Attended,Y,Y
23f8e821-851f-431a-a90d-b152e4df6359,Open Email,6.853406536,121,9,DidNot,Y,N
690dfe0d-ce88-4644-b8cd-c7dd1a5a75d8,Open Email,5.479301291,124,8,Attended,Y,Y
f31f5df9-fbdd-40d9-a6ea-9adfe5f33734,Open Email,6.079163058,127,12,Attended,Y,N
8a0df706-bb71-434a-a7c9-3ba0ecbf6a00,Event RSVP,9.711638294,125,7,Attended,N,N
cd56c3d0-16ef-4539-ab64-c89f933f680a,Open Email,4.770759335,53,13,Attended,N,N
9172fd00-8772-42dd-90aa-842adf06142b,Event RSVP,5.686011551,126,12,DidNot,N,Y
fb9f3f98-9b2d-4a33-aac1-d7c5bc0017cd,Open Email,6.671637494,141,10,DidNot,Y,N
b7aa6c97-96a5-459d-92d2-fb9be738b898,Open Email,6.985924386,139,13,DidNot,N,N
f5bdc8ab-d0a7-4c55-b06a-781d07e098ce,Open Email,9.463660269,142,7,Attended,N,N
a7f769b1-866e-4ec0-ae7e-ee0b88c43be4,Open Email,5.623448154,113,7,DidNot,Y,N
e5d2f9cd-862a-4fd9-98f5-811e3525eeee,Web Visit,6.757648301,168,13,Attended,Y,N
520ba81a-508b-42f1-a517-2abcea65662c,Web Visit,6.99275066,129,6,DidNot,N,Y
bc8c4199-e752-47a9-89aa-6197b6975c0a,Event RSVP,7.868915677,111,8,Attended,Y,N
fdd8c28f-6fae-4c86-9d5f-4370593d817d,Web Visit,6.538397151,106,9,Attended,N,N
0fd6d37b-466f-4473-a4f2-28586b9272ec,Open Email,6.597799107,127,12,Attended,Y,Y
e323b0db-ed82-4435-af3e-54d842803993,Event RSVP,5.90647276,139,9,DidNot,Y,Y
351bfa72-dcd4-4c26-96e3-1e101c5f5ee7,DownloadedMaterial,6.236478588,97,14,DidNot,Y,N
566cc63a-7662-4655-be26-a27231491eb0,DownloadedMaterial,7.732606743,164,12,DidNot,Y,N
3354dd0a-4119-427f-9f06-0db97cb7295e,Event RSVP,7.048634719,132,7,DidNot,Y,N
aeaee85a-c468-41f9-be5b-b2d047064f3b,Event RSVP,9.352219342,165,14,Attended,N,N
1c22f0a3-c425-4c37-926e-3c6bfe6bfe28,Open Email,6.511142815,142,6,DidNot,N,N
59d3e9a7-ec63-4821-8e11-e5951f601fb2,Web Visit,4.2206547,57,8,Attended,N,N
341a6173-ba85-4836-aab1-c697b53f5c9c,Open Email,6.047650013,79,11,Attended,Y,Y
b2734898-1aab-49df-afc9-0f0bcf2361c6,Open Email,5.79980338,143,13,DidNot,N,Y
6d519084-6731-41df-b78f-ec4ecf6c1d9d,DownloadedMaterial,6.815646249,121,8,Attended,N,Y
af01cdbc-fdf3-4d96-8964-164cd99dd11d,Open Email,6.691543616,172,9,DidNot,Y,Y
a2834d2b-ae8c-463b-a40a-ae747edc1ca7,DownloadedMaterial,7.827516192,155,9,DidNot,N,N
f132af2f-1c89-487d-9d94-82fca1feda31,Event RSVP,5.351937534,88,12,DidNot,N,N
d852e262-0db0-410c-8d87-483e420862d8,Web Visit,4.635290328,119,14,DidNot,Y,N
dd779b1d-7c78-4bd8-b48b-86c4b3357ad3,DownloadedMaterial,5.661814656,146,14,DidNot,Y,N
a5bf298c-20e2-4051-b824-7899bd6b7a95,Open Email,8.263910742,139,11,Attended,Y,N
75073652-2949-4120-9511-a70078de446b,Web Visit,7.939287069,153,8,DidNot,N,Y
1a842151-d5a2-47ec-8ce6-a4504510fca9,Open Email,7.871528539,149,8,Attended,N,N
f823459f-1307-4f55-9ff2-4d8b2d9e1fa4,Web Visit,6.463076267,83,7,Attended,N,N
cd0ad5b3-b592-4bbe-93bd-a4c5f18a4fda,Event RSVP,8.837010749,243,10,Attended,Y,N
5c382c3b-db58-4892-b2e7-211059ab63c1,Web Visit,7.618497091,161,11,DidNot,N,N
9680fb69-2d4c-420e-9470-4d03d9ffe899,Event RSVP,5.929167496,138,13,DidNot,Y,N
a4dbdb42-50cf-4fc6-85aa-205a6643414d,Open Email,6.09576026,130,7,DidNot,Y,Y
102693fe-bd21-44f0-a99d-951137d43265,Event RSVP,6.134393143,123,13,DidNot,N,Y
f80dc67e-ac14-4178-a64b-f1ba018a6c38,DownloadedMaterial,3.442784801,11,9,Attended,Y,N
5aa1c19d-c48f-4682-bbde-828ef8625c14,Event RSVP,10.02773543,131,9,Attended,Y,N
f46ce3ad-ce6e-4ad4-b7e6-9d706b37043d,Event RSVP,5.451478501,135,10,DidNot,N,Y
2f0fe0b2-84cf-4f72-9faa-87e443de284d,Open Email,6.956364706,137,11,DidNot,Y,Y
0559ed40-3ea0-4502-94e9-f05de32ed6bf,Open Email,6.309033792,161,10,DidNot,Y,Y
9ab9bd9a-817a-494e-ad59-db9157c21ed2,DownloadedMaterial,8.609423378,137,15,Attended,N,N
de130bf4-4e06-4eca-9d16-893e1e70a133,Open Email,5.807396943,133,12,DidNot,Y,N
cd788d92-3d3f-4f15-b6b1-4b3cc441036f,Web Visit,8.259011511,161,9,Attended,Y,N
364c6372-c830-4183-a2c6-056f708af996,Event RSVP,7.641603775,199,14,DidNot,N,N
b7c72f05-8e8b-4cd4-a158-9e68679df984,Open Email,6.292360745,127,13,DidNot,Y,Y
06827fb1-78f8-4410-8280-335bcb04faf5,Web Visit,6.005433548,103,7,Attended,Y,Y
12964db4-7bd7-42b2-81c4-4cf7017db2c8,Web Visit,7.187266093,149,8,DidNot,N,N
7de81811-8263-4c1e-93e0-fbf87d013584,Open Email,6.446929092,114,11,Attended,Y,Y
043fd2e8-0456-4ed9-9e02-3b832205d629,Open Email,4.334263123,98,12,DidNot,Y,Y
df2e346a-af94-410c-9645-007013fa730f,DownloadedMaterial,8.451712376,143,9,DidNot,N,Y
2cf07fd8-5b04-443b-a90d-ef33477fff0d,DownloadedMaterial,5.776287586,104,10,DidNot,N,Y
928ac39c-d6e5-40bd-8521-6b57a9313890,DownloadedMaterial,7.827175453,185,9,DidNot,Y,N
55881f69-a26c-45ad-8cb0-6beffcbca154,Event RSVP,2.927117394,15,9,Attended,Y,Y
a530233f-fde4-4329-8c3a-1ac7029583a3,Open Email,8.324999843,157,6,DidNot,Y,Y
f692f346-5485-4729-bc7a-d8d96865ed47,Event RSVP,5.117392042,67,14,Attended,Y,Y
d84d3093-91c6-4394-9967-2a0c38f4e22e,Event RSVP,7.536522094,202,14,DidNot,Y,Y
41018b33-7be3-43bd-b469-bba8d1fa0a8c,Web Visit,5.6392028,121,9,DidNot,N,N
aa1ac1e8-d466-45e8-a572-f72eefc6c8ce,Event RSVP,8.287398573,143,7,DidNot,N,Y
e0aedec4-9054-4811-84a3-89d9a49890fc,DownloadedMaterial,6.766127801,166,14,DidNot,Y,Y
de206e13-ce26-4750-be7b-6755d565e054,Event RSVP,4.888819272,49,10,Attended,Y,N
c7d3401c-a865-4347-afe2-d3325efffd40,Web Visit,7.780431984,160,12,DidNot,Y,N
1a8b6ee7-8c46-41d8-892a-d6fdf2fd1dcd,Open Email,7.160929454,144,15,Attended,Y,N
4cf32b32-20d3-407d-b5cf-84a7c7bbb415,Open Email,8.39398524,157,13,DidNot,N,N
389893f9-6632-4e63-9903-b2efc226a492,DownloadedMaterial,6.510368891,120,10,Attended,N,N
7b1758c8-0206-47f0-b27d-602d83dcebcf,Web Visit,5.918681154,117,7,DidNot,Y,Y
2db0eb18-d95e-43f8-a91d-29d81d6e7049,Web Visit,6.336793193,153,8,DidNot,N,Y
24dbb673-0a0b-467f-a969-351e07a0f94c,DownloadedMaterial,5.981313496,145,6,DidNot,N,Y
7610451c-c008-4e80-ac82-707606afe40b,DownloadedMaterial,7.832284339,151,11,DidNot,N,N
0ed57f50-dffe-4e70-b7e7-b6bec0a3cc97,DownloadedMaterial,6.586839768,126,12,DidNot,N,N
faca83ee-8da7-42d1-87ee-63a6f7b9e60a,Web Visit,6.365587074,116,9,Attended,N,Y
262133ee-4e96-4bfa-a411-6e6529581ed3,Web Visit,7.149283193,163,12,Attended,N,Y
c6ef6912-bfba-4003-97cc-cc6485482fcb,Open Email,5.934691071,125,8,Attended,Y,N
8c30517a-44b2-4991-a4c9-90a740da6723,Open Email,5.517549571,106,9,DidNot,N,Y
3513f671-c8db-4be5-821b-b8b92f3e7bb0,DownloadedMaterial,6.59481292,159,7,DidNot,Y,Y
b0300681-f5f4-4355-89e7-a1b6ea1e323f,Event RSVP,5.368859167,90,9,Attended,Y,Y
e454d9d5-0d98-4a41-a633-4b33dfd2b287,Open Email,6.021590558,132,11,Attended,N,N
7abb50ad-c3e4-4471-a9e8-2ed4849af749,Open Email,7.265385194,153,7,Attended,Y,N
f0a69600-12c3-49e2-a83e-4c447bc2a28b,Open Email,7.145909896,171,10,DidNot,N,N
d1229935-44d7-4be7-9ad9-1ada5e3a1d7a,Event RSVP,7.274636347,134,12,Attended,N,Y
4eccaf84-fc28-4b04-96ae-d4249a7e18a4,Web Visit,5.628552884,113,11,DidNot,Y,N
975d454a-200b-4d4f-afd4-44b13af787a2,Open Email,3.894308331,23,10,DidNot,N,Y
2e072ff1-0dd6-438e-a575-c194a8603bc7,Web Visit,8.300054068,138,14,DidNot,Y,Y
1504377a-ba1e-4ef3-a93d-a20464eb069a,Web Visit,3.095346081,86,11,Attended,N,Y
aa5e0348-93a7-41fd-b62b-013d3eaa040c,Web Visit,4.679925064,107,13,DidNot,N,Y
513b5f7e-c951-4e3f-97d7-86466bc4044d,Event RSVP,5.503520039,92,8,Attended,Y,N
8d6b58e8-18bd-4429-8a78-8bf983176f74,DownloadedMaterial,5.948377729,137,7,DidNot,N,N
1fe84bea-f1ed-4c98-9298-123d8eb8cd61,Web Visit,9.543374881,134,14,DidNot,N,N
b327847e-330d-4556-a93f-e1be06b52bde,Event RSVP,4.705911211,79,14,Attended,N,Y
041e8883-cf3e-4de3-8567-9ce4744a1504,DownloadedMaterial,7.28436553,128,9,Attended,Y,Y
a5870951-0105-4373-8110-7618d714f839,Open Email,8.835752031,140,8,Attended,N,Y
f290884b-498f-4151-bd88-6139a7d3d325,Event RSVP,7.236159335,126,12,DidNot,N,N
24775106-bc2a-4858-9d6b-c1f8431959b1,Open Email,5.030723619,133,10,Attended,Y,Y
c9fbf397-1c02-447a-b7c4-207f82e65cf1,Open Email,5.726722417,154,14,DidNot,Y,Y
1ce1676c-de09-4002-806f-ec2da756cfaa,DownloadedMaterial,7.116535183,109,6,Attended,N,Y
baf5da87-f101-4301-9e7b-e581c970b31f,DownloadedMaterial,7.060010692,157,8,DidNot,Y,N
7b1604f1-4173-45cd-8c46-dac9006f9eff,Open Email,5.730105416,147,10,Attended,N,N
90165907-ab14-4064-a5da-84cc0d83a7da,DownloadedMaterial,4.912350239,125,13,DidNot,N,N
fec70b8b-471c-4f2f-a8d8-38b433026cb8,Web Visit,6.307846225,128,6,DidNot,Y,Y
c4bcccc1-00d2-492d-9d87-6a68a5649c1e,Web Visit,6.113457034,131,12,DidNot,Y,Y
2c9f7430-e019-427c-ba1f-25d2506e300b,DownloadedMaterial,6.077213396,129,12,DidNot,N,N
8c4da2da-77fe-4ed9-b52d-da6442b2b2e2,DownloadedMaterial,7.959720901,150,12,DidNot,N,N
1bf19d2d-4f3c-4659-9494-732252f175cc,DownloadedMaterial,7.479685218,136,13,DidNot,Y,N
ba0a7609-e610-4021-b0c8-378ffa1454a9,Open Email,5.851099845,129,10,DidNot,N,Y
96d1e2a9-5401-4dc6-9c43-42db3c08b827,Event RSVP,6.047815555,124,4,Attended,N,N
df50fa87-aa67-4d7b-989c-46f94b223078,DownloadedMaterial,5.547140476,94,15,Attended,N,N
c6145cce-791c-4d68-9256-8c8b9503833e,Open Email,6.592883952,116,7,Attended,Y,N
9c08b02e-eb91-46e9-8e6f-3b63b7af94f5,Web Visit,5.840575314,101,11,Attended,N,N
59a46e34-edaf-42e9-b326-27a7514a6336,Open Email,9.724769711,126,9,Attended,N,N
6f78b5db-99eb-4d1c-aa17-54a2fc6668d4,Open Email,9.471590677,175,12,DidNot,Y,N
486b7d6e-7ad9-442d-b993-1da245421997,Event RSVP,6.338682991,159,13,DidNot,Y,Y
4852d452-1536-44d2-b07e-cf74707c4d73,Event RSVP,7.155941302,124,9,DidNot,N,N
e058c70e-e5f0-43f4-958e-82b5eb9bb5aa,Event RSVP,9.111291747,139,5,Attended,Y,N
f73e6602-a550-4914-b137-6319e6c05f46,Open Email,5.102308137,125,12,DidNot,Y,Y
38552d60-7c45-42a0-9318-f719a3c4c7f0,Event RSVP,6.705460561,153,10,Attended,Y,N
cf27a309-f381-4fde-81be-08a2b28615e4,Web Visit,7.687236085,121,13,Attended,Y,Y
b6d20f60-f89c-4ef9-8730-3ea87be9a2cf,Web Visit,8.791972537,167,11,Attended,Y,N
954dd2a1-c026-4a47-b0c8-e744535dafe9,Web Visit,7.237308923,126,12,DidNot,Y,N
6a4a1c74-b546-4f2c-b296-29b81e825508,Event RSVP,7.964901706,165,7,DidNot,Y,Y
09847012-b906-4eb1-a070-f263556aae7b,Event RSVP,4.681946928,109,9,DidNot,N,N
3b5764c3-9b79-463e-a630-6d31dcd2f53b,Open Email,7.741098462,151,9,DidNot,Y,Y
952fd155-df31-4c89-b793-b21d46fc5f2d,Web Visit,3.277804952,168,6,DidNot,Y,Y
cde194ae-c702-4550-9188-8262d4cbdd13,Web Visit,6.684027076,170,12,DidNot,Y,N
898a7772-e05a-40bf-9c32-e7c59ce0f9a2,DownloadedMaterial,8.312087793,146,12,Attended,Y,N
f1d5b8ca-81f2-48a8-9916-198538c028ba,DownloadedMaterial,9.219895197,155,9,Attended,N,Y
f72cfc90-daaa-45c9-84a4-75d347c48ae8,Open Email,5.508109039,66,12,Attended,Y,N
a7c4c7ee-ecbe-4cda-bb52-244ec172a028,DownloadedMaterial,5.385507186,143,7,Attended,Y,N
10b5e7a3-f9db-40b1-87c1-d53f9a1823b1,Web Visit,6.822865302,165,11,DidNot,N,Y
5d1e037b-075d-4001-97d4-c8f111d59b9d,Event RSVP,7.762004337,195,9,Attended,Y,Y
f5a6e644-f72c-4cb7-9fab-46b3308c8244,Web Visit,3.998821281,51,13,Attended,Y,N
67150482-967b-4ece-9697-2721e63bb253,Event RSVP,5.905552127,138,12,DidNot,Y,Y
0261e060-805f-4152-8ad0-a20110d2a7b2,DownloadedMaterial,7.347764002,166,8,DidNot,Y,Y
006889d7-d43a-46e8-a2de-ffc991151894,DownloadedMaterial,7.165761595,131,12,Attended,Y,N
ae3339a8-3856-4423-992a-6f530b6b9b60,DownloadedMaterial,6.766220107,124,7,DidNot,N,N
292c280f-5333-4a39-873e-755908697932,Open Email,5.241694087,74,10,Attended,N,Y
3e04f87c-908e-46ad-a544-02d99522a4d1,Event RSVP,4.854739314,47,13,Attended,N,Y
9ac09dfe-59b7-4ce0-8d28-11f535935caf,Open Email,6.96117171,149,12,DidNot,Y,Y
e672a8b8-29ee-4139-819a-673cbe6a595f,Open Email,5.757626527,88,9,DidNot,N,Y
cb697342-c25c-4301-9798-baa5bfdb3aa8,Web Visit,8.02352824,117,9,Attended,N,Y
dd6e4d8e-f28d-4839-bd32-9f440827e4d6,Open Email,7.527740754,169,10,DidNot,N,Y
9376171f-e8ee-4c45-9b1a-53a438c20df6,Event RSVP,7.161845848,169,7,DidNot,Y,N
b144601f-46e5-4c7e-adce-223a162575f6,Open Email,5.5268173,74,11,Attended,N,Y
e651a9ea-3b54-4013-a660-7ca0f0545fed,Event RSVP,8.803534034,243,15,Attended,Y,Y
a1c18b31-4844-4b01-934e-6c9c0f65fa3e,Event RSVP,7.268758225,143,11,Attended,Y,Y
a0d2176b-9856-4040-8c2f-fff792d44a8d,DownloadedMaterial,7.73079648,160,9,DidNot,Y,Y
3a4e8067-1f44-4312-9e06-e897cd3f8699,Event RSVP,5.61706703,91,11,Attended,Y,N
842945ef-35f0-471d-ba62-1bed5f60254f,Event RSVP,8.720768154,145,10,DidNot,Y,Y
4a8f1d0a-c5a1-4906-b863-5fe235b8edd2,Web Visit,5.091834448,121,10,Attended,N,N
f10f310a-b85d-4b44-a4f2-63b8ffd29ba1,Open Email,6.17798321,147,12,Attended,Y,N
89bd57cf-392e-4b15-ad80-8f1fd0b527b3,Open Email,6.886520427,131,12,Attended,N,Y
307a9ef2-3d01-46a3-899b-d357b88ed0a6,DownloadedMaterial,5.874027571,122,8,DidNot,Y,Y
974270a1-3222-44bc-8f33-4f2cafa12aed,Open Email,8.560671652,122,14,Attended,N,Y
80398e86-e3cc-4d90-bb32-00853e3cbac1,Open Email,7.108408766,146,13,DidNot,Y,N
774096f8-aeb9-4ecc-997e-6d6b3c39a914,Web Visit,7.247995788,142,8,Attended,Y,N
cef30b68-52a5-49a7-9c28-6a9d7ef09ea8,Open Email,6.160628228,74,8,Attended,Y,N
40f453cf-1a14-4840-bd3a-49b999c725ed,Open Email,4.942485999,60,13,Attended,N,Y
85785b51-c2f2-4908-ba48-f42c3644d0d6,DownloadedMaterial,6.748584434,115,10,Attended,N,N
1ba5c055-2a0c-47f5-a4b4-7331fa124b5f,DownloadedMaterial,6.782137027,108,9,Attended,Y,Y
8e76567b-07d7-40ba-a33d-929d929f6142,DownloadedMaterial,6.46610422,119,8,DidNot,N,N
735124a7-ad73-4042-a99c-82563956a639,Open Email,8.774117782,219,10,DidNot,N,Y
d0d0943a-c479-4ada-b7fc-3f93879a7f22,DownloadedMaterial,5.477734764,77,13,Attended,Y,N
d2edf146-42c5-40d2-a512-9d037512e910,DownloadedMaterial,7.017126309,132,8,DidNot,N,Y
e2c39615-bb14-47e4-bb88-c4ef179a0f1d,Web Visit,7.067076398,123,7,DidNot,N,N
e72afaa4-f513-420f-a2f8-defe725a8901,DownloadedMaterial,9.198515616,132,11,Attended,Y,Y
2e0cbb9d-54ec-4963-a5e0-8fadd2c8b98d,Open Email,6.749675875,133,8,Attended,Y,N
21320461-b4d0-4d0b-8ba6-9f5874439741,Open Email,5.409531662,89,13,Attended,N,N
8c5615d8-a1d7-44b4-b55a-a189a42d9f5e,DownloadedMaterial,5.914821962,150,9,DidNot,Y,Y
7013122e-e595-4b8b-a24d-2d79f4ba5f51,Web Visit,6.151958744,120,12,DidNot,N,Y
6cb9d1e7-a70d-467e-a1c2-fd4ad239e542,Web Visit,7.745883442,114,12,Attended,N,Y
bcefe9b2-38b2-4ea8-ad3e-d698d9fbefeb,Web Visit,4.671929305,28,14,Attended,N,Y
493982db-4839-4e16-8be5-6b39848f4987,Open Email,4.412130463,53,7,Attended,N,Y
bd01bfc7-150c-4ff3-8062-26bdfb7bf978,Open Email,7.204694198,109,10,Attended,N,Y
bd1a9480-ea56-4897-ac7f-61879553f36c,Open Email,6.609260568,89,9,Attended,N,N
fc2ed1bd-097c-4074-87e9-19bc64ba292a,DownloadedMaterial,6.546662302,172,13,DidNot,N,N
a850dbda-6803-4c7d-8805-57ecdb134479,Event RSVP,6.522077422,118,11,Attended,Y,N
3bbfcf2e-0bde-4166-b005-034a0355b738,Web Visit,6.155654596,155,11,DidNot,N,N
71605019-e9c6-4668-a88b-188db67f5df1,Open Email,4.891214907,48,13,Attended,Y,N
8a5aab25-fe75-43a9-a9bf-0fbd0c3fa4a6,Open Email,6.602966922,119,15,Attended,Y,N
6e71e743-b40a-4151-9db9-5ba65dee58c1,Open Email,5.176674476,121,15,DidNot,Y,Y
f09c4f83-6be9-459a-90e5-5dc025ce54b9,DownloadedMaterial,6.051367896,121,17,DidNot,N,N
2316d63e-4aa9-4424-be74-dbcd87c585b7,Open Email,6.799446583,136,9,Attended,Y,N
2385fcaa-2779-479d-a3b1-1a624f58d639,Event RSVP,5.436040513,79,11,Attended,Y,N
2b72b091-ff24-4617-9f45-1122bab6d4f8,Event RSVP,5.510160545,117,9,DidNot,N,N
d99596b5-86d7-40fd-a7c5-d1635dd7c382,DownloadedMaterial,4.409507131,114,9,Attended,Y,Y
73cd503c-6a6d-4467-b5d6-95e808307944,DownloadedMaterial,5.437565222,164,11,DidNot,Y,Y
86712624-203d-4619-832a-edd94343c8ca,Web Visit,5.270480417,74,9,Attended,Y,N
aadae66f-0f38-4aec-8415-e02bc00f1357,Open Email,6.289197348,134,8,DidNot,Y,Y
3603f86f-3223-4bec-8cc7-78c0204c8b84,Web Visit,5.582041314,81,8,Attended,Y,Y
cf23e38b-f893-41a5-b176-c5676112a7d0,Web Visit,7.299359529,168,12,DidNot,Y,Y
9039e24d-766c-4071-8dda-53bf9a114a7f,Event RSVP,7.113954219,136,9,DidNot,N,Y
3e6862e6-3082-485b-9bfc-a8d3f6042f02,DownloadedMaterial,6.221115529,138,7,DidNot,N,Y
7d63fa15-34fd-4e83-9236-1ba0b6f70f5e,Event RSVP,7.799843443,134,11,Attended,Y,Y
395eac9c-a1ba-433e-8211-54492f6b4ece,Open Email,5.263687453,80,10,Attended,Y,N
3a1dd33e-534b-4102-b505-7bcb98caf446,Event RSVP,5.992126192,131,11,DidNot,Y,N
ed75437e-1552-4fac-aeae-998df6729d66,Open Email,9.440616176,132,12,Attended,N,N
e2e43d70-81f1-4d3f-bb10-27aad1f3d742,DownloadedMaterial,6.851360281,171,9,DidNot,Y,N
964273d4-bc55-457c-891b-97ee03111537,DownloadedMaterial,5.627446034,77,10,Attended,N,N
76464a42-1d72-45a2-9d54-d9592d45aa4d,Web Visit,5.712502944,63,7,Attended,N,Y
a00f8126-4d0b-48d2-9436-d1e2bcbf4537,DownloadedMaterial,7.366776916,116,8,Attended,Y,N
6ccfed17-eba4-4d19-ba2b-2ecdb261a722,DownloadedMaterial,6.960376462,149,7,DidNot,Y,Y
4b7288d0-2a26-4ae9-8df6-6371ff362794,Open Email,5.920987182,110,10,Attended,N,Y
4615ef76-0480-4ad1-8d5a-48e360bd42b5,Open Email,5.747048007,125,9,DidNot,Y,Y
668fa47e-e15f-49b9-8b56-18a486d83427,DownloadedMaterial,6.48060414,120,9,Attended,N,N
929c1a3d-5b60-41f4-a907-ba2a03f260ca,Event RSVP,6.542002963,111,11,Attended,N,Y
35a70ec4-f54a-43a7-85b5-152e1db0b8c3,Web Visit,5.423350176,115,12,DidNot,N,N
01acb1a6-0d15-4e73-b56c-812539bae573,Web Visit,4.136378883,102,17,Attended,Y,N
74bf8721-2df3-4d7f-a016-c55f7727e3a2,Web Visit,4.526215207,58,12,Attended,Y,N
290f784f-e027-4001-bd85-3847b21dfc2a,Open Email,5.491108263,79,10,Attended,N,N
66040683-7117-4822-9ee2-3a54442e5ea2,Event RSVP,4.798857331,58,8,Attended,N,N
6102f7c8-2bde-43eb-93f7-a3d499445785,Web Visit,5.884944225,97,10,Attended,N,Y
c524a6e9-287a-442d-a3eb-e412b600f7a3,DownloadedMaterial,3.882581638,27,12,Attended,Y,Y
