customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C33,0,0,2021-07-06T15:40:35.928Z,1,0,0,0,0,0,0.39520547945205475
C34,0,1,2021-07-06T15:40:35.930Z,0,0,0,1,0,0,0.4575342465753425
C35,1,0,2021-07-06T15:40:35.931Z,0,0,0,0,0,1,0.025342465753424637
C36,1,1,2021-07-06T15:40:35.936Z,0,0,0,0,0,0,0.5013698630136986
C37,1,1,2021-07-06T15:40:35.941Z,0,0,0,0,0,1,0.510958904109589
C38,0,0,2021-07-06T15:40:35.945Z,0,0,0,1,0,0,0.2993150684931507
C39,1,0,2021-07-06T15:40:35.948Z,0,0,0,0,0,1,0.9568493150684931
C40,0,1,2021-07-06T15:40:35.951Z,1,0,0,0,0,0,0.7787671232876712
C41,1,0,2021-07-06T15:40:35.957Z,0,0,0,1,0,0,0.27465753424657535
C42,0,1,2021-07-06T15:40:35.962Z,0,0,0,0,1,0,0.06780821917808216
C43,0,0,2021-07-06T15:40:35.964Z,0,0,0,0,0,1,0.03972602739726028
C44,1,1,2021-07-06T15:40:35.967Z,0,0,0,0,0,1,0.42054794520547945
C45,0,1,2021-07-06T15:40:35.972Z,0,0,1,0,0,0,0.35136986301369866
C46,1,1,2021-07-06T15:40:35.974Z,0,0,0,0,0,1,0.9253424657534246
C47,1,0,2021-07-06T15:40:35.978Z,0,0,0,0,0,1,0.05410958904109586
C48,0,0,2021-07-06T15:40:35.983Z,0,0,0,1,0,0,0.6917808219178081
C49,1,0,2021-07-06T15:40:35.986Z,1,0,0,0,0,0,0.9965753424657533
C50,0,0,2021-07-06T15:40:35.987Z,0,0,0,0,1,0,0.6917808219178081
C51,0,0,2021-07-06T15:40:35.994Z,0,0,0,0,0,1,0.14178082191780816
C52,1,0,2021-07-06T15:40:35.998Z,0,0,0,0,0,1,0.8356164383561644
C53,0,0,2021-07-06T15:40:36.009Z,0,0,0,0,0,1,0.28561643835616435
C54,0,0,2021-07-06T15:40:36.013Z,0,0,0,0,0,1,0.7705479452054795
C55,1,1,2021-07-06T15:40:36.018Z,0,0,0,0,0,1,0.11164383561643831
C56,0,0,2021-07-06T15:40:36.024Z,0,0,0,0,0,1,0.08150684931506846
C57,1,0,2021-07-06T15:40:36.029Z,0,0,0,0,1,0,0.13972602739726026
C58,1,0,2021-07-06T15:40:36.030Z,0,0,0,0,0,1,0.7643835616438357
C59,1,0,2021-07-06T15:40:36.034Z,1,0,0,0,0,0,0.8671232876712329
C60,0,1,2021-07-06T15:40:36.040Z,0,0,1,0,0,0,0.45890410958904104
C61,1,0,2021-07-06T15:40:36.044Z,1,0,0,0,0,0,0.28219178082191776
C62,0,0,2021-07-06T15:40:36.049Z,0,0,0,0,0,1,0.5589041095890411
C63,0,1,2021-07-06T15:40:36.051Z,0,0,0,1,0,0,0.6239726027397261
C64,1,1,2021-07-06T15:40:36.056Z,0,1,0,0,0,0,0.21780821917808213
C65,0,1,2021-07-06T15:40:36.057Z,0,0,0,1,0,0,0.5924657534246576
C66,0,1,2021-07-06T15:40:36.065Z,0,0,0,0,1,0,0.3924657534246575
C67,1,0,2021-07-06T15:40:36.067Z,0,0,0,0,0,1,0.39657534246575343
C68,1,1,2021-07-06T15:40:36.070Z,0,0,0,0,1,0,0.5513698630136986
C69,0,0,2021-07-06T15:40:36.075Z,1,0,0,0,0,0,0.5883561643835616
C70,0,1,2021-07-06T15:40:36.076Z,0,0,0,0,0,1,0.7397260273972603
C71,0,0,2021-07-06T15:40:36.081Z,0,0,0,0,1,0,0.24726027397260275
C72,0,0,2021-07-06T15:40:36.084Z,0,0,0,0,0,0,0.9698630136986301
C73,0,1,2021-07-06T15:40:36.090Z,0,0,0,0,1,0,0.9746575342465753
C74,0,0,2021-07-06T15:40:36.092Z,1,0,0,0,0,0,0.13424657534246576
C75,1,0,2021-07-06T15:40:36.096Z,0,0,1,0,0,0,0.8513698630136985
C76,1,1,2021-07-06T15:40:36.098Z,1,0,0,0,0,0,0.32739726027397253
C77,1,1,2021-07-06T15:40:36.100Z,0,0,0,0,1,0,0.9801369863013698
C78,0,1,2021-07-06T15:40:36.106Z,1,0,0,0,0,0,0.7397260273972603
C79,1,0,2021-07-06T15:40:36.110Z,0,0,0,0,1,0,0.2136986301369863
C80,0,1,2021-07-06T15:40:36.112Z,0,0,1,0,0,0,0.04931506849315065
C81,0,1,2021-07-06T15:40:36.117Z,0,0,0,0,1,0,0.2554794520547945
C82,0,0,2021-07-06T15:40:36.122Z,0,0,0,0,0,1,0.7335616438356165
C83,1,1,2021-07-06T15:40:36.123Z,0,0,0,0,0,1,0.4102739726027397
C84,1,0,2021-07-06T15:40:36.127Z,1,0,0,0,0,0,0.19315068493150678
C85,1,1,2021-07-06T15:40:36.130Z,0,0,0,1,0,0,0.8301369863013699
C86,1,0,2021-07-06T15:40:36.132Z,0,0,0,0,0,1,0.6006849315068493
C87,0,1,2021-07-06T15:40:36.137Z,0,0,1,0,0,0,0.6808219178082191
C88,0,0,2021-07-06T15:40:36.144Z,0,0,0,0,0,1,0.14931506849315068
C89,1,1,2021-07-06T15:40:36.153Z,0,0,0,0,0,1,0.6945205479452055
C90,1,0,2021-07-06T15:40:36.158Z,0,1,0,0,0,0,0.06095890410958904
C91,1,0,2021-07-06T15:40:36.161Z,0,1,0,0,0,0,0.4143835616438356
C92,0,1,2021-07-06T15:40:36.164Z,0,0,0,0,0,1,0.19931506849315062
C93,0,0,2021-07-06T15:40:36.170Z,0,0,0,0,0,1,0.7561643835616438
C94,0,0,2021-07-06T15:40:36.174Z,0,0,0,0,1,0,0.6917808219178081
C95,0,0,2021-07-06T15:40:36.179Z,0,0,0,0,0,1,0.6589041095890411
C96,0,0,2021-07-06T15:40:36.180Z,1,0,0,0,0,0,0.4376712328767123
C97,1,0,2021-07-06T15:40:36.186Z,1,0,0,0,0,0,0.689041095890411
C98,0,0,2021-07-06T15:40:36.188Z,0,1,0,0,0,0,0.7636986301369864
C99,0,1,2021-07-06T15:40:36.193Z,0,0,0,0,0,1,0.3582191780821917
C100,1,0,2021-07-06T15:40:36.196Z,0,0,1,0,0,0,0.4986301369863013
C101,1,0,2021-07-06T15:40:36.200Z,1,0,0,0,0,0,0.702054794520548
C102,1,1,2021-07-06T15:40:36.202Z,0,0,1,0,0,0,0.939041095890411
C103,0,1,2021-07-06T15:40:36.203Z,0,0,0,0,1,0,0.8698630136986301
C104,1,0,2021-07-06T15:40:36.209Z,0,0,0,1,0,0,0.4383561643835616
C105,0,0,2021-07-06T15:40:36.211Z,0,0,0,0,0,1,0.5623287671232876
C106,1,1,2021-07-06T15:40:36.220Z,0,0,0,0,0,1,0.9938356164383562
C107,1,0,2021-07-06T15:40:36.221Z,1,0,0,0,0,0,0.8287671232876712
C108,0,1,2021-07-06T15:40:36.225Z,0,1,0,0,0,0,0.010273972602739712
C109,0,0,2021-07-06T15:40:36.229Z,1,0,0,0,0,0,0.6801369863013698
C110,0,1,2021-07-06T15:40:36.234Z,0,0,0,0,0,1,0.2410958904109589
C111,0,1,2021-07-06T15:40:36.237Z,0,0,0,0,1,0,0.7041095890410958
C112,1,0,2021-07-06T15:40:36.242Z,1,0,0,0,0,0,0.2883561643835616
C113,1,0,2021-07-06T15:40:36.245Z,1,0,0,0,0,0,0.7315068493150685
C114,1,0,2021-07-06T15:40:36.250Z,0,0,0,0,0,1,0.678082191780822
C115,0,1,2021-07-06T15:40:36.251Z,1,0,0,0,0,0,0.2541095890410958
C116,1,0,2021-07-06T15:40:36.256Z,0,0,0,0,0,1,0.9534246575342467
C117,0,0,2021-07-06T15:40:36.260Z,0,0,0,0,1,0,0.8356164383561644
C118,0,0,2021-07-06T15:40:36.261Z,1,0,0,0,0,0,0.8410958904109589
C119,1,1,2021-07-06T15:40:36.264Z,0,0,0,0,0,1,0.38630136986301367
C120,0,1,2021-07-06T15:40:36.268Z,0,0,0,0,1,0,0.0821917808219178
C121,1,1,2021-07-06T15:40:36.273Z,1,0,0,0,0,0,0.14657534246575343
C122,1,0,2021-07-06T15:40:36.277Z,0,0,0,1,0,0,0.6534246575342466
C123,0,1,2021-07-06T15:40:36.279Z,0,0,0,1,0,0,0.5493150684931507
C124,0,1,2021-07-06T15:40:36.286Z,0,0,0,0,0,1,0.6198630136986302
C125,1,0,2021-07-06T15:40:36.290Z,1,0,0,0,0,0,0.18493150684931503
C126,1,1,2021-07-06T15:40:36.292Z,0,0,0,0,0,1,0.8006849315068494
C127,0,1,2021-07-06T15:40:36.298Z,0,0,0,1,0,0,0.5780821917808219
C128,0,1,2021-07-06T15:40:36.301Z,0,0,0,0,0,1,0.3506849315068493
C129,1,1,2021-07-06T15:40:36.304Z,0,0,0,0,1,0,0.11643835616438353
C130,0,0,2021-07-06T15:40:36.310Z,1,0,0,0,0,0,0.4178082191780822
C131,0,0,2021-07-06T15:40:36.312Z,0,1,0,0,0,0,0.5589041095890411
C132,0,1,2021-07-06T15:40:36.317Z,0,0,0,0,0,1,0.18493150684931503
C133,0,0,2021-07-06T15:40:36.323Z,1,0,0,0,0,0,0.3890410958904109
C134,1,1,2021-07-06T15:40:36.326Z,0,1,0,0,0,0,0.9821917808219178
C135,0,0,2021-07-06T15:40:36.331Z,0,0,0,0,1,0,0.7726027397260273
C136,0,1,2021-07-06T15:40:36.337Z,0,0,1,0,0,0,0.31643835616438354
C137,0,1,2021-07-06T15:40:36.339Z,1,0,0,0,0,0,0.8280821917808219
C138,1,1,2021-07-06T15:40:36.360Z,1,0,0,0,0,0,0.11164383561643831
C139,1,0,2021-07-06T15:40:36.369Z,0,0,0,0,0,1,0.42945205479452053
C140,0,1,2021-07-06T15:40:36.378Z,0,0,0,0,1,0,0.9513698630136986
C141,1,0,2021-07-06T15:40:36.381Z,0,0,0,0,0,1,0.9383561643835616
C142,0,1,2021-07-06T15:40:36.388Z,0,0,0,1,0,0,0.38630136986301367
C143,1,1,2021-07-06T15:40:36.392Z,0,1,0,0,0,0,0.9965753424657533
C144,0,0,2021-07-06T15:40:36.395Z,0,0,0,1,0,0,0.8041095890410959
C145,0,1,2021-07-06T15:40:36.399Z,0,0,0,0,1,0,0.7061643835616438
C146,0,1,2021-07-06T15:40:36.405Z,0,0,0,0,1,0,0.4821917808219178
C147,0,0,2021-07-06T15:40:36.409Z,0,1,0,0,0,0,0.6863013698630136
C148,1,0,2021-07-06T15:40:36.410Z,0,0,0,0,0,1,0.4013698630136986
C149,1,0,2021-07-06T15:40:36.411Z,0,0,0,0,1,0,0.9643835616438357
C150,0,0,2021-07-06T15:40:36.416Z,0,0,0,0,0,1,0.9513698630136986
C151,0,1,2021-07-06T15:40:36.420Z,0,1,0,0,0,0,0.8205479452054794
C152,0,1,2021-07-06T15:40:36.424Z,0,1,0,0,0,0,0.24315068493150682
C153,1,0,2021-07-06T15:40:36.428Z,0,0,0,0,1,0,0.47397260273972597
C154,0,0,2021-07-06T15:40:36.429Z,0,0,0,0,0,1,0.06369863013698629
C155,0,0,2021-07-06T15:40:36.431Z,1,0,0,0,0,0,0.27671232876712326
C156,0,0,2021-07-06T15:40:36.432Z,0,1,0,0,0,0,0.40205479452054793
C157,0,0,2021-07-06T15:40:36.441Z,0,0,0,0,0,1,0.4102739726027397
C158,1,1,2021-07-06T15:40:36.443Z,1,0,0,0,0,0,0.19315068493150678
C159,0,1,2021-07-06T15:40:36.445Z,0,0,0,0,1,0,0.40410958904109584
C160,0,0,2021-07-06T15:40:36.452Z,0,0,0,0,0,1,0.5972602739726027
C161,0,1,2021-07-06T15:40:36.453Z,0,0,0,0,0,1,0.2390410958904109
C162,1,0,2021-07-06T15:40:36.458Z,0,0,0,1,0,0,0.6753424657534246
C163,1,1,2021-07-06T15:40:36.463Z,0,0,0,0,0,1,0.3157534246575342
C164,1,1,2021-07-06T15:40:36.464Z,1,0,0,0,0,0,0.8910958904109589
C165,1,0,2021-07-06T15:40:36.468Z,0,1,0,0,0,0,0.4397260273972603
C166,0,1,2021-07-06T15:40:36.475Z,0,0,0,0,0,1,0.15410958904109584
C167,1,1,2021-07-06T15:40:36.476Z,0,0,0,1,0,0,0.7198630136986301
C168,0,1,2021-07-06T15:40:36.478Z,0,0,0,0,0,1,0.9506849315068493
C169,0,1,2021-07-06T15:40:36.483Z,0,0,0,0,0,1,0.4089041095890411
C170,0,1,2021-07-06T15:40:36.484Z,0,0,0,0,0,1,0.5506849315068493
C171,1,0,2021-07-06T15:40:36.491Z,0,1,0,0,0,0,0.7897260273972602
C172,1,0,2021-07-06T15:40:36.495Z,0,0,0,0,1,0,0.6589041095890411
C173,1,0,2021-07-06T15:40:36.498Z,0,0,0,0,0,1,0.01643835616438355
C174,1,1,2021-07-06T15:40:36.503Z,0,1,0,0,0,0,0.5136986301369862
C175,0,0,2021-07-06T15:40:36.508Z,0,0,0,0,0,1,0.08287671232876709
C176,0,1,2021-07-06T15:40:36.510Z,0,0,0,0,1,0,0.4342465753424657
C177,0,1,2021-07-06T15:40:36.512Z,0,0,1,0,0,0,0.44794520547945205
C178,1,0,2021-07-06T15:40:36.518Z,0,0,0,0,0,1,0.5931506849315068
C179,1,1,2021-07-06T15:40:36.521Z,0,0,0,0,1,0,0.4602739726027397
C180,1,0,2021-07-06T15:40:36.528Z,1,0,0,0,0,0,0.7698630136986302
C181,1,0,2021-07-06T15:40:36.530Z,0,0,0,1,0,0,0.6760273972602739
C182,1,1,2021-07-06T15:40:36.534Z,0,0,0,0,0,1,0.09863013698630135
C183,1,1,2021-07-06T15:40:36.536Z,0,0,1,0,0,0,0.6849315068493151
C184,0,0,2021-07-06T15:40:36.539Z,0,0,1,0,0,0,0.2808219178082192
C185,1,0,2021-07-06T15:40:36.545Z,0,0,0,1,0,0,0.8623287671232878
C186,0,0,2021-07-06T15:40:36.550Z,0,0,0,1,0,0,0.23150684931506849
C187,1,1,2021-07-06T15:40:36.551Z,0,0,0,0,1,0,0.9013698630136986
C188,0,0,2021-07-06T15:40:36.557Z,1,0,0,0,0,0,0.18150684931506844
C189,0,1,2021-07-06T15:40:36.559Z,0,0,0,0,0,1,0.845890410958904
C190,0,1,2021-07-06T15:40:36.563Z,1,0,0,0,0,0,0.7404109589041095
C191,0,1,2021-07-06T15:40:36.565Z,0,0,1,0,0,0,0.8157534246575342
C192,1,0,2021-07-06T15:40:36.572Z,0,0,0,0,0,1,0.12054794520547946
C193,1,1,2021-07-06T15:40:36.574Z,0,0,1,0,0,0,0.7575342465753425
C194,0,1,2021-07-06T15:40:36.575Z,1,0,0,0,0,0,0.4301369863013699
C195,1,0,2021-07-06T15:40:36.576Z,0,0,1,0,0,0,0.3027397260273973
C196,0,1,2021-07-06T15:40:36.578Z,0,0,0,1,0,0,0.8657534246575342
C197,0,1,2021-07-06T15:40:36.579Z,0,0,0,0,0,1,0.9102739726027398
C198,0,1,2021-07-06T15:40:36.582Z,0,0,1,0,0,0,0.4034246575342465
C199,0,1,2021-07-06T15:40:36.587Z,1,0,0,0,0,0,0.011643835616438336
C200,0,0,2021-07-06T15:40:36.593Z,0,0,0,1,0,0,0.7123287671232876
C201,0,1,2021-07-06T15:40:36.597Z,1,0,0,0,0,0,0.05342465753424658
C202,0,0,2021-07-06T15:40:36.602Z,0,0,0,0,1,0,0.49589041095890407
C203,1,1,2021-07-06T15:40:36.603Z,0,0,0,0,0,1,0.610958904109589
C204,1,1,2021-07-06T15:40:36.609Z,0,0,0,0,0,1,0.4945205479452055
C205,0,1,2021-07-06T15:40:36.611Z,0,1,0,0,0,0,0.6260273972602739
C206,1,1,2021-07-06T15:40:36.614Z,0,0,0,0,0,1,0.08561643835616434
C207,1,0,2021-07-06T15:40:36.618Z,0,1,0,0,0,0,0.9465753424657535
C208,1,0,2021-07-06T15:40:36.623Z,0,0,0,0,0,1,0.3246575342465753
C209,0,0,2021-07-06T15:40:36.627Z,0,0,0,0,0,1,0.986986301369863
C210,1,0,2021-07-06T15:40:36.630Z,0,0,0,0,1,0,0.48424657534246573
C211,0,1,2021-07-06T15:40:36.631Z,1,0,0,0,0,0,0.3650684931506849
C212,1,1,2021-07-06T15:40:36.638Z,0,0,1,0,0,0,0.41917808219178077
C213,0,0,2021-07-06T15:40:36.639Z,0,0,0,0,0,0,0.4746575342465753
C214,0,0,2021-07-06T15:40:36.645Z,0,0,0,0,0,1,0.8808219178082191
C215,0,0,2021-07-06T15:40:36.650Z,0,0,0,0,1,0,0.30958904109589036
C216,0,0,2021-07-06T15:40:36.656Z,0,0,0,0,1,0,0.8
C217,1,1,2021-07-06T15:40:36.659Z,0,0,1,0,0,0,0.18835616438356162
C218,1,1,2021-07-06T15:40:36.663Z,0,0,0,0,0,1,0.4595890410958904
C219,1,1,2021-07-06T15:40:36.669Z,0,1,0,0,0,0,0.41849315068493154
C220,1,1,2021-07-06T15:40:36.675Z,1,0,0,0,0,0,0.5773972602739725
C221,0,0,2021-07-06T15:40:36.681Z,0,0,0,0,0,1,0.5321917808219178
C222,0,1,2021-07-06T15:40:36.683Z,0,0,0,0,1,0,0.26712328767123283
C223,0,0,2021-07-06T15:40:36.687Z,0,1,0,0,0,0,0.07260273972602738
C224,1,1,2021-07-06T15:40:36.688Z,1,0,0,0,0,0,0.1753424657534246
C225,1,1,2021-07-06T15:40:36.695Z,0,0,0,0,1,0,0.4102739726027397
C226,0,1,2021-07-06T15:40:36.699Z,0,0,0,0,0,1,0.09109589041095889
C227,1,1,2021-07-06T15:40:36.702Z,0,0,0,0,1,0,0.11917808219178078
C228,0,0,2021-07-06T15:40:36.707Z,0,0,0,0,0,1,0.39863013698630134
C229,1,0,2021-07-06T15:40:36.711Z,0,0,0,1,0,0,0.3102739726027397
C230,1,0,2021-07-06T15:40:36.714Z,0,0,0,0,1,0,0.5856164383561644
C231,0,0,2021-07-06T15:40:36.716Z,0,0,1,0,0,0,0.0383561643835616
C232,0,1,2021-07-06T15:40:36.722Z,0,0,0,0,0,1,0.46438356164383565
C233,1,0,2021-07-06T15:40:36.724Z,0,0,0,0,1,0,0.2643835616438356
C234,1,0,2021-07-06T15:40:36.730Z,0,0,1,0,0,0,0.11369863013698628
C235,0,0,2021-07-06T15:40:36.732Z,0,0,1,0,0,0,0.17945205479452053
C236,0,1,2021-07-06T15:40:36.741Z,0,0,0,0,1,0,0.2136986301369863
C237,1,0,2021-07-06T15:40:36.742Z,1,0,0,0,0,0,0.023972602739726012
C238,0,1,2021-07-06T15:40:36.743Z,0,0,0,0,0,1,0.24383561643835616
C239,0,0,2021-07-06T15:40:36.745Z,0,0,0,0,1,0,0.9664383561643834
C240,1,0,2021-07-06T15:40:36.747Z,0,0,0,0,0,1,0.33150684931506846
C241,1,1,2021-07-06T15:40:36.748Z,0,0,0,1,0,0,0.05684931506849311
C242,0,0,2021-07-06T15:40:36.749Z,0,1,0,0,0,0,0.24726027397260275
C243,0,0,2021-07-06T15:40:36.751Z,0,0,0,0,0,1,0.845890410958904
C244,0,1,2021-07-06T15:40:36.752Z,0,0,0,0,1,0,0.7164383561643834
C245,1,1,2021-07-06T15:40:36.754Z,0,0,0,0,1,0,0.6986301369863013
C246,0,0,2021-07-06T15:40:36.755Z,1,0,0,0,0,0,0.739041095890411
C247,0,0,2021-07-06T15:40:36.756Z,0,0,0,1,0,0,0.7780821917808218
C248,1,1,2021-07-06T15:40:36.758Z,0,1,0,0,0,0,0.5794520547945206
C249,1,1,2021-07-06T15:40:36.759Z,0,0,0,1,0,0,0.19383561643835612
C250,1,1,2021-07-06T15:40:36.760Z,0,0,0,0,0,1,0.12328767123287665
C251,1,0,2021-07-06T15:40:36.762Z,0,0,0,1,0,0,0.4856164383561644
C252,1,1,2021-07-06T15:40:36.763Z,1,0,0,0,0,0,0.22191780821917806
C253,1,1,2021-07-06T15:40:36.764Z,0,0,0,0,1,0,0.5794520547945206
C254,1,1,2021-07-06T15:40:36.765Z,1,0,0,0,0,0,0.5965753424657534
C255,0,0,2021-07-06T15:40:36.767Z,0,0,0,0,1,0,0.07808219178082187
C256,0,1,2021-07-06T15:40:36.768Z,0,0,0,1,0,0,0.8479452054794521
C257,1,1,2021-07-06T15:40:36.770Z,0,1,0,0,0,0,0.6273972602739726
C258,0,1,2021-07-06T15:40:36.771Z,0,0,0,0,0,1,0.45547945205479445
C259,0,0,2021-07-06T15:40:36.772Z,0,0,0,0,0,0,0.9260273972602739
C260,1,1,2021-07-06T15:40:36.774Z,0,0,0,1,0,0,0.42054794520547945
C261,0,0,2021-07-06T15:40:36.775Z,0,0,1,0,0,0,0.763013698630137
C262,1,0,2021-07-06T15:40:36.776Z,0,0,0,0,0,1,0.48287671232876705
C263,0,0,2021-07-06T15:40:36.778Z,0,0,0,1,0,0,0.5472602739726027
C264,0,1,2021-07-06T15:40:36.779Z,0,0,0,0,0,1,0.9527397260273973
C265,0,1,2021-07-06T15:40:36.781Z,0,0,0,0,0,1,0.4965753424657534
C266,0,1,2021-07-06T15:40:36.782Z,0,0,0,0,0,0,0.4815068493150685
C267,0,1,2021-07-06T15:40:36.784Z,0,0,0,0,1,0,0.8500000000000001
C268,1,1,2021-07-06T15:40:36.785Z,0,0,1,0,0,0,0.7472602739726026
C269,1,0,2021-07-06T15:40:36.787Z,0,0,0,0,0,1,0.9986301369863013
C270,0,0,2021-07-06T15:40:36.788Z,0,0,0,0,0,1,0.552054794520548
C271,1,0,2021-07-06T15:40:36.790Z,0,0,0,0,0,0,0.8856164383561644
C272,0,1,2021-07-06T15:40:36.791Z,0,0,0,1,0,0,0.7876712328767124
C273,1,0,2021-07-06T15:40:36.793Z,0,0,0,0,1,0,0.2445205479452055
C274,0,1,2021-07-06T15:40:36.794Z,1,0,0,0,0,0,0.41164383561643836
C275,1,0,2021-07-06T15:40:36.796Z,0,0,1,0,0,0,0.7383561643835617
C276,0,1,2021-07-06T15:40:36.797Z,0,1,0,0,0,0,0.6342465753424658
C277,0,0,2021-07-06T15:40:36.798Z,1,0,0,0,0,0,0.35342465753424657
C278,0,1,2021-07-06T15:40:36.799Z,0,0,0,0,0,1,0.7438356164383562
C279,0,1,2021-07-06T15:40:36.801Z,0,0,0,0,0,1,0.24315068493150682
C280,1,0,2021-07-06T15:40:36.802Z,0,1,0,0,0,0,0.44999999999999996
C281,0,1,2021-07-06T15:40:36.803Z,0,0,0,0,0,1,0.832876712328767
C282,1,0,2021-07-06T15:40:36.805Z,0,0,0,0,0,1,0.25479452054794516
C283,0,1,2021-07-06T15:40:36.807Z,1,0,0,0,0,0,0.45342465753424654
C284,1,1,2021-07-06T15:40:36.808Z,0,0,0,0,0,1,0.20547945205479445
C285,0,0,2021-07-06T15:40:36.809Z,0,0,0,0,0,1,0.7582191780821919
C286,1,1,2021-07-06T15:40:36.811Z,0,1,0,0,0,0,0.6623287671232876
C287,1,0,2021-07-06T15:40:36.812Z,0,0,0,1,0,0,0.3616438356164383
C288,0,1,2021-07-06T15:40:36.814Z,0,0,0,0,1,0,0.6582191780821918
C289,0,1,2021-07-06T15:40:36.815Z,0,0,1,0,0,0,0.7732876712328767
C290,0,1,2021-07-06T15:40:36.816Z,1,0,0,0,0,0,0.6486301369863015
C291,0,0,2021-07-06T15:40:36.818Z,0,0,0,0,0,1,0.3034246575342465
C292,1,1,2021-07-06T15:40:36.819Z,0,0,0,0,0,1,0.3726027397260274
C293,1,0,2021-07-06T15:40:36.821Z,0,0,0,1,0,0,0.2719178082191781
C294,1,1,2021-07-06T15:40:36.823Z,1,0,0,0,0,0,0.05068493150684927
C295,0,1,2021-07-06T15:40:36.825Z,0,0,0,1,0,0,0.5547945205479452
C296,0,1,2021-07-06T15:40:36.826Z,0,0,0,0,1,0,0.35684931506849316
C297,0,1,2021-07-06T15:40:36.828Z,0,0,1,0,0,0,0.19931506849315062
C298,0,0,2021-07-06T15:40:36.829Z,1,0,0,0,0,0,0.07876712328767121
C299,1,0,2021-07-06T15:40:36.830Z,0,0,1,0,0,0,0.3082191780821918
C300,1,0,2021-07-06T15:40:36.832Z,0,0,0,1,0,0,0.6102739726027397
C301,0,0,2021-07-06T15:40:36.834Z,0,1,0,0,0,0,0.22534246575342465
C302,1,1,2021-07-06T15:40:36.835Z,0,0,0,0,0,1,0.4123287671232877
C303,1,1,2021-07-06T15:40:36.836Z,0,0,0,0,1,0,0.9116438356164382
C304,0,1,2021-07-06T15:40:36.838Z,0,0,0,0,0,1,0.6027397260273972
C305,0,0,2021-07-06T15:40:36.839Z,1,0,0,0,0,0,0.8438356164383563
C306,0,1,2021-07-06T15:40:36.841Z,1,0,0,0,0,0,0.8205479452054794
C307,0,0,2021-07-06T15:40:36.842Z,0,0,0,0,0,1,0.9143835616438356
C308,1,0,2021-07-06T15:40:36.843Z,0,1,0,0,0,0,0.4157534246575342
