product_id,event_time,category_baby_food_formula,category_baking_ingredients,category_candy_chocolate,category_chips_pretzels,category_cleaning_products,category_coffee,category_cookies_cakes,category_crackers,category_energy_granola_bars,category_frozen_meals,category_hair_care,category_ice_cream_ice,category_juice_nectars,category_packaged_cheese,category_refrigerated,category_soup_broth_bouillon,category_spices_seasonings,category_tea,category_vitamins_supplements,category_yogurt
P41,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P42,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P43,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P44,2021-07-06T15:40:51.154Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P45,2021-07-06T15:40:51.154Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P46,2021-07-06T15:40:51.154Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P47,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P48,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P49,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P50,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P51,2021-07-06T15:40:51.154Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52,2021-07-06T15:40:51.154Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P54,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P55,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P56,2021-07-06T15:40:51.154Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P57,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P58,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P59,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P60,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P61,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P62,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P63,2021-07-06T15:40:51.155Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P64,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P65,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P66,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P67,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P68,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P69,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P70,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P71,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P72,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P73,2021-07-06T15:40:51.155Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P74,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P75,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P76,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P77,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P78,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P79,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P80,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P81,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P82,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P83,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P84,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P85,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P86,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P87,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P88,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P89,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P90,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P91,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P92,2021-07-06T15:40:51.155Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P93,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P94,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P95,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P96,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P97,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P98,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P99,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P100,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P101,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P102,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P103,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P104,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P105,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P106,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P107,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P108,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P109,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P110,2021-07-06T15:40:51.155Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P111,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P112,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P113,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P114,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P115,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P116,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P117,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P118,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P119,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P120,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P121,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P122,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P123,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P124,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P125,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P126,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P127,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P128,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P129,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P130,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P131,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P132,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P133,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P134,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P135,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P136,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P137,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P138,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P139,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P140,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P141,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P142,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P143,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P144,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P145,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P146,2021-07-06T15:40:51.155Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P147,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P148,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P149,2021-07-06T15:40:51.155Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P150,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P151,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P152,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P153,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P154,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P155,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P156,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P157,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P158,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P159,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P160,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P161,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P162,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P163,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P164,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P165,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P166,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P167,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P168,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P169,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P170,2021-07-06T15:40:51.155Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P171,2021-07-06T15:40:51.155Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P172,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P173,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P174,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P175,2021-07-06T15:40:51.155Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P176,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P177,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P178,2021-07-06T15:40:51.155Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P179,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P180,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P181,2021-07-06T15:40:51.155Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P182,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P183,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P184,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P185,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P186,2021-07-06T15:40:51.155Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P187,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P188,2021-07-06T15:40:51.155Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P189,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P190,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P191,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P192,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P193,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P194,2021-07-06T15:40:51.155Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P195,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P196,2021-07-06T15:40:51.155Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P197,2021-07-06T15:40:51.155Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P198,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P199,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P200,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P201,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P202,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P203,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P204,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P205,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P206,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P207,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P208,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P209,2021-07-06T15:40:51.156Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P210,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P211,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P212,2021-07-06T15:40:51.156Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P213,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P214,2021-07-06T15:40:51.156Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P215,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P216,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P217,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P218,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P219,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P220,2021-07-06T15:40:51.156Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P221,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P222,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P223,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P224,2021-07-06T15:40:51.156Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P225,2021-07-06T15:40:51.156Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P226,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P227,2021-07-06T15:40:51.156Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
